props_pageProps_address_buildings_0_bathroomCondition,props_pageProps_address_buildings_0_buildingName,props_pageProps_address_buildings_0_externalWallMaterial,props_pageProps_address_buildings_0_heatingInstallation,props_pageProps_address_buildings_0_housingArea,props_pageProps_address_buildings_0_kitchenCondition,props_pageProps_address_buildings_0_numberOfFloors,props_pageProps_address_buildings_0_numberOfToilets,props_pageProps_address_buildings_0_roofingMaterial,props_pageProps_address_buildings_0_toiletCondition,props_pageProps_address_buildings_0_yearBuilt,props_pageProps_address_municipality_name,props_pageProps_address_coordinates_lat,props_pageProps_address_coordinates_lon,props_pageProps_address_events_0_at,props_pageProps_address_events_0_label,props_pageProps_dataLayer_virtualPagePath,props_pageProps_dataLayer_detailMetaData
Hverken badeværelse eller adgang til badeværelse,Bygning til kontor,Mursten,Fjernvarme/blokvarme,3153.0,Ingen fast kogeinstallation,6.0,1.0,Tegl,Vandskyllende toilet i enheden,1917.0,København,55.668304,12.596265,,,/adresse/amagerbrogade-2-0-2-2300-koebenhavn-s-01010108___2_st___2,value:|sqm:3153|lastPrice:|sqmPr:|rooms:
,,,,,,,,,,,København,55.668304,12.596265,,,/adresse/amagerbrogade-2-0-3-2300-koebenhavn-s-01010108___2_st___3,value:|sqm:|lastPrice:|sqmPr:|rooms:
,,,,,,,,,,,København,55.668304,12.596265,,,/adresse/amagerbrogade-2-0-4-2300-koebenhavn-s-01010108___2_st___4,value:|sqm:|lastPrice:|sqmPr:|rooms:
,,,,,,,,,,,København,55.668304,12.596265,,,/adresse/amagerbrogade-2-0-5-2300-koebenhavn-s-01010108___2_st___5,value:|sqm:|lastPrice:|sqmPr:|rooms:
,,,,,,,,,,,København,55.668304,12.596265,,,/adresse/amagerbrogade-2-0-6-2300-koebenhavn-s-01010108___2_st___6,value:|sqm:|lastPrice:|sqmPr:|rooms:
Hverken badeværelse eller adgang til badeværelse,Bygning til kontor,Mursten,Fjernvarme/blokvarme,3153.0,Ingen fast kogeinstallation,6.0,1.0,Tegl,Vandskyllende toilet i enheden,1917.0,København,55.668304,12.596265,,,/adresse/amagerbrogade-2-1-th-2300-koebenhavn-s-01010108___2__1__th,value:|sqm:3153|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,192.0,Eget køkken med afløb,6.0,1.0,Tegl,Vandskyllende toilet i enheden,1917.0,København,55.668304,12.596265,1917-01-01T00:00:00Z,Byggeår,/adresse/amagerbrogade-2-1-tv-2300-koebenhavn-s-01010108___2__1__tv,value:|sqm:192|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,171.0,Eget køkken med afløb,6.0,1.0,Tegl,Vandskyllende toilet i enheden,1917.0,København,55.668304,12.596265,1917-01-01T00:00:00Z,Byggeår,/adresse/amagerbrogade-2-2-th-2300-koebenhavn-s-01010108___2__2__th,value:|sqm:171|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,192.0,Eget køkken med afløb,6.0,1.0,Tegl,Vandskyllende toilet i enheden,1917.0,København,55.668304,12.596265,1917-01-01T00:00:00Z,Byggeår,/adresse/amagerbrogade-2-2-tv-2300-koebenhavn-s-01010108___2__2__tv,value:|sqm:192|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,171.0,Eget køkken med afløb,6.0,1.0,Tegl,Vandskyllende toilet i enheden,1917.0,København,55.668304,12.596265,1917-01-01T00:00:00Z,Byggeår,/adresse/amagerbrogade-2-3-th-2300-koebenhavn-s-01010108___2__3__th,value:|sqm:171|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,192.0,Eget køkken med afløb,6.0,1.0,Tegl,Vandskyllende toilet i enheden,1917.0,København,55.668304,12.596265,1917-01-01T00:00:00Z,Byggeår,/adresse/amagerbrogade-2-3-tv-2300-koebenhavn-s-01010108___2__3__tv,value:|sqm:192|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,171.0,Eget køkken med afløb,6.0,1.0,Tegl,Vandskyllende toilet i enheden,1917.0,København,55.668304,12.596265,1917-01-01T00:00:00Z,Byggeår,/adresse/amagerbrogade-2-4-th-2300-koebenhavn-s-01010108___2__4__th,value:|sqm:171|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,192.0,Eget køkken med afløb,6.0,1.0,Tegl,Vandskyllende toilet i enheden,1917.0,København,55.668304,12.596265,1917-01-01T00:00:00Z,Byggeår,/adresse/amagerbrogade-2-4-tv-2300-koebenhavn-s-01010108___2__4__tv,value:|sqm:192|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,155.0,Eget køkken med afløb,6.0,1.0,Tegl,Vandskyllende toilet i enheden,1917.0,København,55.668304,12.596265,1917-01-01T00:00:00Z,Byggeår,/adresse/amagerbrogade-2-5-th-2300-koebenhavn-s-01010108___2__5__th,value:|sqm:155|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,175.0,Eget køkken med afløb,6.0,1.0,Tegl,Vandskyllende toilet i enheden,1917.0,København,55.668304,12.596265,1917-01-01T00:00:00Z,Byggeår,/adresse/amagerbrogade-2-5-tv-2300-koebenhavn-s-01010108___2__5__tv,value:|sqm:175|lastPrice:|sqmPr:|rooms:
,,,,,,,,,,,København,55.66791,12.596777,,,/adresse/amagerbrogade-4--1-2300-koebenhavn-s-01010108___4_kl____,value:|sqm:|lastPrice:|sqmPr:|rooms:
,,,,,,,,,,,København,55.66791,12.596777,,,/adresse/amagerbrogade-4-0-mf-2300-koebenhavn-s-01010108___4_st__mf,value:|sqm:|lastPrice:|sqmPr:|rooms:
,,,,,,,,,,,København,55.66791,12.596777,,,/adresse/amagerbrogade-4-0-th-2300-koebenhavn-s-01010108___4_st__th,value:|sqm:|lastPrice:|sqmPr:|rooms:
,,,,,,,,,,,København,55.66791,12.596777,,,/adresse/amagerbrogade-4-0-tv-2300-koebenhavn-s-01010108___4_st__tv,value:|sqm:|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,199.0,Eget køkken med afløb,5.0,1.0,Tegl,Vandskyllende toilet i enheden,1913.0,København,55.66791,12.596777,2018-04-20T11:26:03.497Z,Af markedet,/adresse/amagerbrogade-4-1-th-2300-koebenhavn-s-01010108___4__1__th,value:|sqm:199|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,199.0,Eget køkken med afløb,5.0,1.0,Tegl,Vandskyllende toilet i enheden,1913.0,København,55.66791,12.596777,1961-01-01T00:00:00Z,Ombygningsår,/adresse/amagerbrogade-4-1-tv-2300-koebenhavn-s-01010108___4__1__tv,value:|sqm:199|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,199.0,Eget køkken med afløb,5.0,1.0,Tegl,Vandskyllende toilet i enheden,1913.0,København,55.66791,12.596777,1961-01-01T00:00:00Z,Ombygningsår,/adresse/amagerbrogade-4-2-th-2300-koebenhavn-s-01010108___4__2__th,value:|sqm:199|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,192.0,Eget køkken med afløb,5.0,2.0,Tegl,Vandskyllende toilet i enheden,1913.0,København,55.66791,12.596777,1961-01-01T00:00:00Z,Ombygningsår,/adresse/amagerbrogade-4-2-tv-2300-koebenhavn-s-01010108___4__2__tv,value:|sqm:192|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,199.0,Eget køkken med afløb,5.0,1.0,Tegl,Vandskyllende toilet i enheden,1913.0,København,55.66791,12.596777,1961-01-01T00:00:00Z,Ombygningsår,/adresse/amagerbrogade-4-3-th-2300-koebenhavn-s-01010108___4__3__th,value:|sqm:199|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,199.0,Eget køkken med afløb,5.0,1.0,Tegl,Vandskyllende toilet i enheden,1913.0,København,55.66791,12.596777,2022-06-23T09:49:19.184882Z,Af markedet,/adresse/amagerbrogade-4-3-tv-2300-koebenhavn-s-01010108___4__3__tv,value:|sqm:199|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,199.0,Eget køkken med afløb,5.0,1.0,Tegl,Vandskyllende toilet i enheden,1913.0,København,55.66791,12.596777,1961-01-01T00:00:00Z,Ombygningsår,/adresse/amagerbrogade-4-4-th-2300-koebenhavn-s-01010108___4__4__th,value:|sqm:199|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,199.0,Eget køkken med afløb,5.0,1.0,Tegl,Vandskyllende toilet i enheden,1913.0,København,55.66791,12.596777,1961-01-01T00:00:00Z,Ombygningsår,/adresse/amagerbrogade-4-4-tv-2300-koebenhavn-s-01010108___4__4__tv,value:|sqm:199|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,160.0,Eget køkken med afløb,5.0,1.0,Tegl,Vandskyllende toilet i enheden,1913.0,København,55.66791,12.596777,1961-01-01T00:00:00Z,Ombygningsår,/adresse/amagerbrogade-4-5-th-2300-koebenhavn-s-01010108___4__5__th,value:|sqm:160|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,120.0,Eget køkken med afløb,5.0,1.0,Tegl,Vandskyllende toilet i enheden,1913.0,København,55.66791,12.596777,1961-01-01T00:00:00Z,Ombygningsår,/adresse/amagerbrogade-4-5-tv-2300-koebenhavn-s-01010108___4__5__tv,value:|sqm:120|lastPrice:|sqmPr:|rooms:
,Udhus,Træ,,,,,,Fibercement herunder asbest,,2011.0,København,55.667747,12.59694,,,/adresse/amagerbrogade-6--1-2300-koebenhavn-s-01010108___6_kl____,value:|sqm:|lastPrice:|sqmPr:|rooms:
,Udhus,Træ,,,,,,Fibercement herunder asbest,,2011.0,København,55.667747,12.59694,,,/adresse/amagerbrogade-6-0-1-2300-koebenhavn-s-01010108___6_st___1,value:|sqm:|lastPrice:|sqmPr:|rooms:
,Udhus,Træ,,,,,,Fibercement herunder asbest,,2011.0,København,55.667747,12.59694,,,/adresse/amagerbrogade-6-0-2-2300-koebenhavn-s-01010108___6_st___2,value:|sqm:|lastPrice:|sqmPr:|rooms:
,Udhus,Træ,,,,,,Fibercement herunder asbest,,2011.0,København,55.667747,12.59694,,,/adresse/amagerbrogade-6-0-3-2300-koebenhavn-s-01010108___6_st___3,value:|sqm:|lastPrice:|sqmPr:|rooms:
,Udhus,Træ,,,,,,Fibercement herunder asbest,,2011.0,København,55.667747,12.59694,,,/adresse/amagerbrogade-6-0-4-2300-koebenhavn-s-01010108___6_st___4,value:|sqm:|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,117.0,Eget køkken med afløb,5.0,1.0,Tegl,Vandskyllende toilet i enheden,1913.0,København,55.667747,12.59694,1961-01-01T00:00:00Z,Ombygningsår,/adresse/amagerbrogade-6-1-th-2300-koebenhavn-s-01010108___6__1__th,value:|sqm:117|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,104.0,Eget køkken med afløb,5.0,1.0,Tegl,Vandskyllende toilet i enheden,1913.0,København,55.667747,12.59694,1961-01-01T00:00:00Z,Ombygningsår,/adresse/amagerbrogade-6-1-tv-2300-koebenhavn-s-01010108___6__1__tv,value:|sqm:104|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,117.0,Eget køkken med afløb,5.0,1.0,Tegl,Vandskyllende toilet i enheden,1913.0,København,55.667747,12.59694,1961-01-01T00:00:00Z,Ombygningsår,/adresse/amagerbrogade-6-2-th-2300-koebenhavn-s-01010108___6__2__th,value:|sqm:117|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,104.0,Eget køkken med afløb,5.0,1.0,Tegl,Vandskyllende toilet i enheden,1913.0,København,55.667747,12.59694,1961-01-01T00:00:00Z,Ombygningsår,/adresse/amagerbrogade-6-2-tv-2300-koebenhavn-s-01010108___6__2__tv,value:|sqm:104|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,117.0,Eget køkken med afløb,5.0,1.0,Tegl,Vandskyllende toilet i enheden,1913.0,København,55.667747,12.59694,1961-01-01T00:00:00Z,Ombygningsår,/adresse/amagerbrogade-6-3-th-2300-koebenhavn-s-01010108___6__3__th,value:|sqm:117|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,104.0,Eget køkken med afløb,5.0,1.0,Tegl,Vandskyllende toilet i enheden,1913.0,København,55.667747,12.59694,2011-09-23T01:14:19.16Z,Af markedet,/adresse/amagerbrogade-6-3-tv-2300-koebenhavn-s-01010108___6__3__tv,value:|sqm:104|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,117.0,Eget køkken med afløb,5.0,1.0,Tegl,Vandskyllende toilet i enheden,1913.0,København,55.667747,12.59694,1961-01-01T00:00:00Z,Ombygningsår,/adresse/amagerbrogade-6-4-th-2300-koebenhavn-s-01010108___6__4__th,value:|sqm:117|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,104.0,Eget køkken med afløb,5.0,1.0,Tegl,Vandskyllende toilet i enheden,1913.0,København,55.667747,12.59694,1961-01-01T00:00:00Z,Ombygningsår,/adresse/amagerbrogade-6-4-tv-2300-koebenhavn-s-01010108___6__4__tv,value:|sqm:104|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,83.0,Eget køkken med afløb,5.0,1.0,Tegl,Vandskyllende toilet i enheden,1913.0,København,55.667747,12.59694,1961-01-01T00:00:00Z,Ombygningsår,/adresse/amagerbrogade-6-5-th-2300-koebenhavn-s-01010108___6__5__th,value:|sqm:83|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,77.0,Eget køkken med afløb,5.0,1.0,Tegl,Vandskyllende toilet i enheden,1913.0,København,55.667747,12.59694,1961-01-01T00:00:00Z,Ombygningsår,/adresse/amagerbrogade-6-5-tv-2300-koebenhavn-s-01010108___6__5__tv,value:|sqm:77|lastPrice:|sqmPr:|rooms:
,,,,,,,,,,,København,55.668022,12.597245,,,/adresse/amagerbrogade-7-0-1-2300-koebenhavn-s-01010108___7_st___1,value:|sqm:|lastPrice:|sqmPr:|rooms:
,,,,,,,,,,,København,55.668022,12.597245,,,/adresse/amagerbrogade-7-0-3-2300-koebenhavn-s-01010108___7_st___3,value:|sqm:|lastPrice:|sqmPr:|rooms:
,,,,,,,,,,,København,55.668022,12.597245,,,/adresse/amagerbrogade-7-0-4-2300-koebenhavn-s-01010108___7_st___4,value:|sqm:|lastPrice:|sqmPr:|rooms:
,,,,,,,,,,,København,55.668022,12.597245,,,/adresse/amagerbrogade-7-0-5-2300-koebenhavn-s-01010108___7_st___5,value:|sqm:|lastPrice:|sqmPr:|rooms:
,,,,,,,,,,,København,55.668022,12.597245,,,/adresse/amagerbrogade-7-0-6-2300-koebenhavn-s-01010108___7_st___6,value:|sqm:|lastPrice:|sqmPr:|rooms:
,,,,,,,,,,,København,55.668022,12.597245,,,/adresse/amagerbrogade-7-0-7-2300-koebenhavn-s-01010108___7_st___7,value:|sqm:|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,225.0,Eget køkken med afløb,6.0,2.0,Tegl,Vandskyllende toilet i enheden,1922.0,København,55.668022,12.597245,1922-01-01T00:00:00Z,Byggeår,/adresse/amagerbrogade-7-1-th-2300-koebenhavn-s-01010108___7__1__th,value:|sqm:225|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,170.0,Eget køkken med afløb,6.0,2.0,Tegl,Vandskyllende toilet i enheden,1922.0,København,55.668022,12.597245,1922-01-01T00:00:00Z,Byggeår,/adresse/amagerbrogade-7-1-tv-2300-koebenhavn-s-01010108___7__1__tv,value:|sqm:170|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,225.0,Eget køkken med afløb,6.0,2.0,Tegl,Vandskyllende toilet i enheden,1922.0,København,55.668022,12.597245,1922-01-01T00:00:00Z,Byggeår,/adresse/amagerbrogade-7-2-th-2300-koebenhavn-s-01010108___7__2__th,value:|sqm:225|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,170.0,Eget køkken med afløb,6.0,2.0,Tegl,Vandskyllende toilet i enheden,1922.0,København,55.668022,12.597245,1922-01-01T00:00:00Z,Byggeår,/adresse/amagerbrogade-7-2-tv-2300-koebenhavn-s-01010108___7__2__tv,value:|sqm:170|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,225.0,Eget køkken med afløb,6.0,2.0,Tegl,Vandskyllende toilet i enheden,1922.0,København,55.668022,12.597245,1922-01-01T00:00:00Z,Byggeår,/adresse/amagerbrogade-7-3-th-2300-koebenhavn-s-01010108___7__3__th,value:|sqm:225|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,170.0,Eget køkken med afløb,6.0,2.0,Tegl,Vandskyllende toilet i enheden,1922.0,København,55.668022,12.597245,1922-01-01T00:00:00Z,Byggeår,/adresse/amagerbrogade-7-3-tv-2300-koebenhavn-s-01010108___7__3__tv,value:|sqm:170|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,225.0,Eget køkken med afløb,6.0,2.0,Tegl,Vandskyllende toilet i enheden,1922.0,København,55.668022,12.597245,1922-01-01T00:00:00Z,Byggeår,/adresse/amagerbrogade-7-4-th-2300-koebenhavn-s-01010108___7__4__th,value:|sqm:225|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,170.0,Eget køkken med afløb,6.0,2.0,Tegl,Vandskyllende toilet i enheden,1922.0,København,55.668022,12.597245,1922-01-01T00:00:00Z,Byggeår,/adresse/amagerbrogade-7-4-tv-2300-koebenhavn-s-01010108___7__4__tv,value:|sqm:170|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,225.0,Eget køkken med afløb,6.0,2.0,Tegl,Vandskyllende toilet i enheden,1922.0,København,55.668022,12.597245,1922-01-01T00:00:00Z,Byggeår,/adresse/amagerbrogade-7-5-th-2300-koebenhavn-s-01010108___7__5__th,value:|sqm:225|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,170.0,Eget køkken med afløb,6.0,2.0,Tegl,Vandskyllende toilet i enheden,1922.0,København,55.668022,12.597245,1922-01-01T00:00:00Z,Byggeår,/adresse/amagerbrogade-7-5-tv-2300-koebenhavn-s-01010108___7__5__tv,value:|sqm:170|lastPrice:|sqmPr:|rooms:
,,,,,,,,,,,København,55.66756,12.597115,,,/adresse/amagerbrogade-8-0-th-2300-koebenhavn-s-01010108___8_st__th,value:|sqm:|lastPrice:|sqmPr:|rooms:
,,,,,,,,,,,København,55.66756,12.597115,,,/adresse/amagerbrogade-8-0-tv-2300-koebenhavn-s-01010108___8_st__tv,value:|sqm:|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,132.0,Eget køkken med afløb,5.0,1.0,Tegl,Vandskyllende toilet i enheden,1913.0,København,55.66756,12.597115,1961-01-01T00:00:00Z,Ombygningsår,/adresse/amagerbrogade-8-1-th-2300-koebenhavn-s-01010108___8__1__th,value:|sqm:132|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,132.0,Eget køkken med afløb,5.0,1.0,Tegl,Vandskyllende toilet i enheden,1913.0,København,55.66756,12.597115,2020-09-14T11:46:59.237Z,Af markedet,/adresse/amagerbrogade-8-1-tv-2300-koebenhavn-s-01010108___8__1__tv,value:|sqm:132|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,114.0,Eget køkken med afløb,5.0,1.0,Tegl,Vandskyllende toilet i enheden,1913.0,København,55.66756,12.597115,1961-01-01T00:00:00Z,Ombygningsår,/adresse/amagerbrogade-8-2-th-2300-koebenhavn-s-01010108___8__2__th,value:|sqm:114|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,150.0,Eget køkken med afløb,5.0,1.0,Tegl,Vandskyllende toilet i enheden,1913.0,København,55.66756,12.597115,1961-01-01T00:00:00Z,Ombygningsår,/adresse/amagerbrogade-8-2-tv-2300-koebenhavn-s-01010108___8__2__tv,value:|sqm:150|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,132.0,Eget køkken med afløb,5.0,1.0,Tegl,Vandskyllende toilet i enheden,1913.0,København,55.66756,12.597115,1961-01-01T00:00:00Z,Ombygningsår,/adresse/amagerbrogade-8-3-th-2300-koebenhavn-s-01010108___8__3__th,value:|sqm:132|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,132.0,Eget køkken med afløb,5.0,1.0,Tegl,Vandskyllende toilet i enheden,1913.0,København,55.66756,12.597115,1961-01-01T00:00:00Z,Ombygningsår,/adresse/amagerbrogade-8-3-tv-2300-koebenhavn-s-01010108___8__3__tv,value:|sqm:132|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,132.0,Eget køkken med afløb,5.0,1.0,Tegl,Vandskyllende toilet i enheden,1913.0,København,55.66756,12.597115,1961-01-01T00:00:00Z,Ombygningsår,/adresse/amagerbrogade-8-4-th-2300-koebenhavn-s-01010108___8__4__th,value:|sqm:132|lastPrice:|sqmPr:|rooms:
Badeværelse i enheden,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,132.0,Eget køkken med afløb,5.0,1.0,Tegl,Vandskyllende toilet i enheden,1913.0,København,55.66756,12.597115,2019-12-10T20:51:30.473Z,Af markedet,/adresse/amagerbrogade-8-4-tv-2300-koebenhavn-s-01010108___8__4__tv,value:|sqm:132|lastPrice:|sqmPr:|rooms:
Hverken badeværelse eller adgang til badeværelse,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,44.0,Eget køkken med afløb,5.0,1.0,Tegl,Vandskyllende toilet i enheden,1913.0,København,55.66756,12.597115,1961-01-01T00:00:00Z,Ombygningsår,/adresse/amagerbrogade-8-5-th-2300-koebenhavn-s-01010108___8__5__th,value:|sqm:44|lastPrice:|sqmPr:|rooms:
Hverken badeværelse eller adgang til badeværelse,"Etagebolig-bygning, flerfamiliehus eller tofamiliehus",Mursten,Fjernvarme/blokvarme,140.0,Eget køkken med afløb,5.0,1.0,Tegl,Vandskyllende toilet i enheden,1913.0,København,55.66756,12.597115,1961-01-01T00:00:00Z,Ombygningsår,/adresse/amagerbrogade-8-5-tv-2300-koebenhavn-s-01010108___8__5__tv,value:|sqm:140|lastPrice:|sqmPr:|rooms:
